source_row,raw_unit,canonical_label,raw_occurrences,distinct_nonblank_corrections,mapping_status,canonical_unit_uri,external_mapping_status,recommended_disposition
1077,XAF,XAF,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1078,XAF/egg,XAF/egg,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1079,XAF/individual,XAF/individual,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1080,XAF/kg,XAF/kg,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1081,XAF/pig,XAF/pig,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1082,XAF/sheep,XAF/sheep,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1083,XOF,XOF,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1084,XOF/cattle,XOF/individual,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1085,XOF/ha,XOF/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1086,XOF/kg/ha,XOF/kg/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1087,XOF/XOF,XOF/XOF,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1088,year,yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1089,year(15% discount rate),yr(15% discount rate),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1090,year(35% discount rate),yr(35% discount rate),1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1091,years,yr,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1092,ZAR,ZAR,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1093,ZAR/ha,ZAR/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1094,ZAR/kg,ZAR/kg,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1095,ZMK,ZMK,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1096,ZMK/ha,ZMK/ha,2,2,conflicting-canonical-label,"",not-reviewed,Resolve contextual or temporal distinction; never choose one correction silently.
1097,ZMK/ha,ZMW/ha,2,2,conflicting-canonical-label,"",not-reviewed,Resolve contextual or temporal distinction; never choose one correction silently.
1098,ZMK/kg N,ZMK/kg N,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1099,ZMK/person-day,ZMK/person-d,1,1,normalized-label,"",not-reviewed,Validate normalization or conversion semantics and review canonical identifier plus quantity kind.
1100,ZMW,ZMW,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1101,ZMW/ha,ZMW/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1102,ZWD/ha,ZWD/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1103,"ZWD/ha(d.r. y1 = 1, y2 = 1/1.23)","ZWD/ha(d.r. y1 = 1, y2 = 1/1.23)",1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1104,ZWL/ha,ZWL/ha,1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1105,μg C/(m*s),μg C/(m*s),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
1106,μg N/(m*s),μg N/(m*s),1,1,identity-label,"",not-reviewed,Retain label mapping and review canonical identifier plus quantity kind.
