source_sheet,source_row,source_id,source_code_lexical,proposed_governed_code,source_label,source_status,domain,current_pilot_id,current_pilot_path,current_model_issue,recommended_resource,recommended_model,recommended_action,decision_status,legacy_code_mapping_candidates,same_label_aom_candidates,exact_definition_aom_candidates,authority_label_candidates,evidence_ids,reviewer,review_date,rationale
prac,165,prac:b27,b27,b27,Mulch (Unspecified Plants),FALSE,crop,era:practice:b27,Soil Management / Mulch / Mulch (Unspecified Plants),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,practice-or-condition-plus-experimental-role,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,166,prac:b27.1,b27.1,b27.1,Mulch (N fixing),FALSE,crop,era:practice:b27.1,Soil Management / Mulch / Mulch (N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,167,prac:b27.2,b27.2,b27.2,Mulch (Non N fixing),FALSE,crop,era:practice:b27.2,Soil Management / Mulch / Mulch (Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,168,prac:b27.3,b27.3,b27.3,Mulch (N fixing & Non N fixing),FALSE,crop,era:practice:b27.3,Soil Management / Mulch / Mulch (N fixing & Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,169,prac:b51,b51,b51,Mulch (Other Materials),FALSE,crop,era:practice:b51,Soil Management / Mulch / Mulch (Other Materials),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,170,prac:b11.1,b11.1,b11.1,Green Manure (N fixing In Time),FALSE,crop,era:practice:b11.1,Soil Management / Green Manure / Green Manure (N fixing In Time),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,171,prac:b11.2,b11.2,b11.2,Green Manure (N fixing In Space),FALSE,crop,era:practice:b11.2,Soil Management / Green Manure / Green Manure (N fixing In Space),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,172,prac:b13.2,b13.2,b13.2,Green Manure (Mixed In Space),FALSE,crop,era:practice:b13.2,Soil Management / Green Manure / Green Manure (Mixed In Space),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,173,prac:b12.1,b12.1,b12.1,Green Manure (Non N fixing In Time),FALSE,crop,era:practice:b12.1,Soil Management / Green Manure / Green Manure (Non N fixing In Time),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,174,prac:b12.2,b12.2,b12.2,Green Manure (Non N fixing In Space),FALSE,crop,era:practice:b12.2,Soil Management / Green Manure / Green Manure (Non N fixing In Space),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,175,prac:b28,b28,b28,Biochar,FALSE,crop,era:practice:b28,Soil Management / Biochar / Biochar,"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,AGRO_00020002;ENVO_2000007,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,176,prac:b32,b32,b32,Liming or Calcium Addition,FALSE,crop,era:practice:b32,Soil Management / pH Control / Liming or Calcium Addition,"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,177,prac:b40,b40,b40,Crop Residue Unresolved (Unspecified),FALSE,crop,era:practice:b40,Soil Management / Crop Residue / Crop Residue Unresolved (Unspecified),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,practice-or-condition-plus-experimental-role,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,178,prac:b40.1,b40.1,b40.1,Crop Residue Unresolved (N fixing),FALSE,crop,era:practice:b40.1,Soil Management / Crop Residue / Crop Residue Unresolved (N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,179,prac:b40.2,b40.2,b40.2,Crop Residue Unresolved (Non N fixing),FALSE,crop,era:practice:b40.2,Soil Management / Crop Residue / Crop Residue Unresolved (Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,180,prac:b41,b41,b41,Crop Residue Incorporation (Unspecified),FALSE,crop,era:practice:b41,Soil Management / Crop Residue Incorporation / Crop Residue Incorporation (Unspecified),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,practice-or-condition-plus-experimental-role,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,181,prac:b41.1,b41.1,b41.1,Crop Residue Incorporation (N fixing),FALSE,crop,era:practice:b41.1,Soil Management / Crop Residue Incorporation / Crop Residue Incorporation (N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,182,prac:b41.2,b41.2,b41.2,Crop Residue Incorporation (Non N fixing),FALSE,crop,era:practice:b41.2,Soil Management / Crop Residue Incorporation / Crop Residue Incorporation (Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,183,prac:b60,b60,b60,Improved Fallow (Unspecified),FALSE,crop,era:practice:b60,Soil Management / Improved Fallow / Improved Fallow (Unspecified),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,practice-or-condition-plus-experimental-role,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,184,prac:b60.1,b60.1,b60.1,Improved Fallow (N fixing),FALSE,crop,era:practice:b60.1,Soil Management / Improved Fallow / Improved Fallow (N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,185,prac:b60.2,b60.2,b60.2,Improved Fallow (Non N fixing),FALSE,crop,era:practice:b60.2,Soil Management / Improved Fallow / Improved Fallow (Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,186,prac:b60.3,b60.3,b60.3,Improved Fallow (N & Non N fixing),FALSE,crop,era:practice:b60.3,Soil Management / Improved Fallow / Improved Fallow (N & Non N fixing),"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,187,prac:h24,h24,h24,Natural or Bare Fallow,FALSE,crop,era:practice:h24,Soil Management / Improved Fallow / Natural or Bare Fallow,"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,188,prac:h6,h6,h6,Conventional Tillage,FALSE,crop,era:practice:h6,Soil Management / Conventional Tillage / Conventional Tillage,"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,practice-or-condition-plus-experimental-role,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,189,prac:h35,h35,h35,Crop Residues Removed,FALSE,crop,era:practice:h35,Soil Management / Crop Residue / Crop Residues Removed,"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,190,prac:h36,h36,h36,Crop Residues Burnt,FALSE,crop,era:practice:h36,Soil Management / Crop Residue / Crop Residues Burnt,"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,191,prac:h39,h39,h39,Crop Residues Grazed,FALSE,crop,era:practice:h39,Soil Management / Crop Residue / Crop Residues Grazed,"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
prac,192,prac:h37,h37,h37,Crop Residue Incorporated,FALSE,crop,era:practice:h37,Soil Management / Crop Residue / Crop Residue Incorporated,"Current pilot conflates source hierarchy, concept identity, and experimental comparison context.",aom-crop,agricultural-practice-concept,retain-source-candidate-pending-row-review,proposed,,,,,E-SRC-WORKBOOK;E-PILOT;E-AOM-STAGING,,,No approved existing identity found; retain source record without allocating a public identifier.
